activity_id,customer_id,activity_timestamp,activity_type,device_id,ip_address
A00000396,C06829,2025-10-16 20:45:33,Add to Cart,D006903,IP002665
A00000397,C03286,2025-12-08 10:04:34,Search,D002463,IP003601
A00000398,C04122,2025-01-28 02:34:14,Login,D001355,IP004124
A00000399,C04294,2025-03-04 00:21:44,Add to Cart,D002583,IP006636
A00000400,C07282,2026-07-05 15:47:51,Login,D008744,IP005763
A00000401,C06867,2026-03-08 17:21:38,Search,D002136,IP003253
A00000402,C01160,2026-06-02 14:13:14,Login,D004029,IP005691
A00000403,C02719,2026-05-27 22:22:02,Search,D006750,IP002054
A00000404,C03087,2025-05-27 14:22:20,Checkout,D001532,IP006059
A00000405,C05387,2025-11-03 18:48:15,Add to Cart,D001051,IP000734
A00000406,C03583,2026-04-17 23:22:03,Product View,D004458,IP004811
A00000407,C06912,2026-05-20 19:37:00,Product View,D009108,IP000175
A00000408,C06469,2025-08-02 08:07:01,Login,D008194,IP000820
A00000409,C03740,2025-10-12 10:00:30,Product View,D008957,IP003288
A00000410,C01524,2026-04-19 00:14:41,Login,D009600,IP001781
A00000411,C03062,2025-06-03 23:45:33,Product View,D008322,IP006260
A00000412,C01617,2025-01-27 22:02:17,Search,D009709,IP003774
A00000413,C02608,2025-07-08 18:23:56,Product View,D007145,IP001639
A00000414,C03016,2025-01-08 19:06:16,Login,D006910,IP005771
A00000415,C04590,2026-06-22 08:33:46,Login,D004614,IP000100
A00000416,C04815,2025-09-18 05:38:19,Product View,D006022,IP004242
A00000417,C00415,2026-08-03 17:29:47,Login,D008608,IP000197
A00000418,C05725,2025-02-17 19:54:36,Wishlist,D006701,IP002112
A00000419,C06127,2026-05-28 14:23:37,Login,D004301,IP000681
A00000420,C00670,2025-01-11 22:04:43,Search,D008086,IP000867
A00000421,C01272,2026-04-22 01:07:33,Search,D004160,IP000524
A00000422,C00681,2026-08-14 08:05:13,Product View,D007939,IP000418
A00000423,C06934,2025-06-08 18:27:21,Search,D008412,IP004773
A00000424,C04233,2025-08-19 11:25:43,Search,D006955,IP004844
A00000425,C01949,2026-04-21 18:17:30,Wishlist,D002825,IP003460
A00000426,C01868,2026-08-22 06:52:17,Add to Cart,D000020,IP004715
A00000427,C00114,2025-04-04 22:50:11,Add to Cart,D006400,IP002216
A00000428,C06878,2025-07-12 06:54:30,Product View,D001518,IP000950
A00000429,C05196,2025-06-04 02:40:17,Add to Cart,D003960,IP000203
A00000430,C07288,2025-12-15 17:13:42,Add to Cart,D002268,IP006668
A00000431,C06089,2025-12-07 05:22:17,Checkout,D007041,IP003888
A00000432,C05869,2026-01-10 06:40:06,Wishlist,D003006,IP001634
A00000433,C03228,2025-12-30 05:17:24,Checkout,D009336,IP003375
A00000434,C01692,2025-04-22 04:49:21,Add to Cart,D002692,IP004999
A00000435,C00048,2026-04-05 03:54:39,Wishlist,D000863,IP001489
A00000436,C04280,2026-01-14 14:10:24,Wishlist,D007387,IP001556
A00000437,C03870,2025-08-03 16:55:50,Login,D004859,IP001487
A00000438,C05976,2025-09-11 19:14:49,Login,D002089,IP002772
A00000439,C00450,2026-07-03 01:23:02,Login,D004931,IP004451
A00000440,C06575,2026-03-31 13:20:46,Login,D001813,IP005818
A00000441,C03805,2025-01-22 14:42:14,Product View,D003303,IP001451
A00000442,C03242,2025-04-09 01:33:32,Product View,D009565,IP004707
A00000443,C00618,2026-01-28 13:10:06,Product View,D006909,IP004218
A00000444,C06775,2026-08-11 05:49:17,Product View,D004320,IP004849
A00000445,C06388,2026-04-12 14:02:45,Product View,D006625,IP003271
A00000446,C05652,2026-07-17 01:53:56,Product View,D008748,IP006837
A00000447,C03870,2025-02-17 22:19:05,Checkout,D004859,IP001487
A00000448,C04805,2026-03-14 23:29:59,Product View,D006573,IP003761
A00000449,C00379,2026-01-17 04:17:55,Login,D005931,IP005256
A00000450,C06929,2026-03-23 10:59:29,Login,D002680,IP000666
A00000451,C06390,2026-06-12 23:52:55,Login,D004903,IP005864
A00000452,C07275,2026-04-01 17:10:09,Add to Cart,D003150,IP000392
A00000453,C05062,2026-07-14 05:29:01,Product View,D002799,IP003504
A00000454,C07424,2026-05-22 05:56:19,Search,D007505,IP005027
A00000455,C02746,2026-04-23 17:41:12,Wishlist,D006097,IP003708
A00000456,C06304,2025-11-23 09:25:01,Login,D008520,IP004890
A00000457,C05952,2025-01-23 18:53:48,Add to Cart,D005799,IP002160
A00000458,C06596,2025-06-11 07:37:47,Wishlist,D004654,IP004068
A00000459,C06629,2026-02-21 00:04:35,Checkout,D009783,IP004828
A00000460,C03593,2026-05-23 17:39:50,Product View,D000542,IP004030
A00000461,C07295,2026-04-11 07:23:45,Product View,D006497,IP001422
A00000462,C02824,2026-05-10 09:44:42,Login,D002421,IP000068
A00000463,C05741,2025-08-26 03:07:00,Product View,D003464,IP003736
A00000464,C07348,2026-07-30 11:25:34,Product View,D008340,IP002598
A00000465,C05940,2026-06-28 15:03:51,Search,D006214,IP000465
A00000466,C01890,2026-06-19 21:15:49,Product View,D002594,IP006511
A00000467,C05041,2025-03-29 01:42:10,Add to Cart,D004801,IP003272
A00000468,C00542,2025-05-09 17:35:09,Add to Cart,D004594,IP004852
A00000469,C06602,2025-07-05 06:33:09,Login,D008029,IP005834
A00000470,C07225,2025-07-08 08:27:56,Product View,D003609,IP004967
A00000471,C02512,2025-08-23 02:16:47,Product View,D004936,IP000397
A00000472,C06260,2025-09-19 04:37:31,Login,D002392,IP004828
A00000473,C00942,2026-07-08 14:09:25,Wishlist,D008807,IP002456
A00000474,C00318,2026-05-12 12:10:54,Login,D007096,IP003069
A00000475,C00864,2025-12-08 08:08:01,Checkout,D006968,IP001589
A00000476,C02459,2025-12-16 11:21:52,Login,D006430,IP000513
A00000477,C04383,2026-01-02 17:09:11,Login,D002017,IP001988
A00000478,C02553,2025-12-23 21:45:59,Wishlist,D000083,IP003188
A00000479,C01891,2025-02-25 13:44:29,Login,D009269,IP004103
A00000480,C00083,2026-06-24 14:12:05,Add to Cart,D008092,IP002830
A00000481,C05379,2025-08-07 22:48:47,Checkout,D005367,IP004304
A00000482,C06149,2025-05-25 01:26:19,Product View,D008778,IP004598
A00000483,C02688,2026-05-26 06:40:50,Login,D007539,IP000384
A00000484,C04319,2026-03-29 05:31:53,Product View,D009154,IP002701
A00000485,C02205,2026-04-12 01:17:03,Product View,D005419,IP003246
A00000486,C06984,2025-04-03 23:25:31,Product View,D005191,IP001516
A00000487,C07969,2026-01-20 01:12:58,Product View,D002715,IP002940
A00000488,C00487,2026-02-18 01:06:24,Product View,D000210,IP006193
A00000489,C02017,2026-08-28 04:24:30,Search,D001146,IP000002
A00000490,C04797,2026-08-20 09:57:56,Login,D009976,IP005002
A00000491,C03402,2025-07-01 13:23:58,Add to Cart,D001843,IP005301
A00000492,C07105,2025-11-27 10:11:11,Checkout,D000382,IP005237
A00000493,C07397,2026-05-19 14:05:20,Wishlist,D004651,IP002195
A00000494,C06807,2026-02-12 10:40:58,Login,D003269,IP004611
A00000495,C02394,2025-02-15 08:13:09,Search,D006062,IP004255
A00000496,C01914,2026-05-17 17:31:56,Product View,D005965,IP002009
A00000497,C07099,2026-01-17 20:24:51,Search,D007262,IP003116
A00000498,C05479,2026-03-25 01:44:35,Product View,D003644,IP006539
A00000499,C06563,2025-05-04 05:29:43,Product View,D001509,IP003974
A00000500,C03067,2026-01-18 04:38:55,Login,D005470,IP002043
A00000501,C07083,2026-04-24 00:49:48,Search,D002422,IP000325
A00000502,C07470,2025-05-11 11:13:43,Wishlist,D008972,IP001272
A00000503,C00892,2026-06-27 10:44:33,Product View,D002145,IP006295
A00000504,C03272,2025-03-20 22:00:24,Login,D008500,IP003766
A00000505,C03159,2025-08-15 22:44:13,Search,D009807,IP000474
A00000506,C04743,2026-06-09 03:00:04,Login,D004471,IP002808
A00000507,C06601,2025-11-01 08:10:42,Search,D005511,IP005060
A00000508,C01430,2026-01-15 00:14:46,Login,D002087,IP004811
A00000509,C07360,2026-01-31 11:47:01,Add to Cart,D003281,IP006474
A00000510,C02804,2026-03-13 01:54:12,Add to Cart,D009711,IP005403
A00000511,C06740,2026-08-27 17:40:36,Login,D007276,IP004774
A00000512,C03802,2026-03-19 13:08:49,Add to Cart,D005766,IP002478
A00000513,C03038,2026-04-05 01:10:15,Login,D004372,IP005054
A00000514,C06008,2025-10-23 11:15:25,Product View,D004100,IP004697
A00000515,C03573,2026-04-20 19:46:23,Checkout,D008508,IP001748
A00000516,C05922,2026-02-26 19:02:48,Wishlist,D009958,IP002248
A00000517,C00979,2025-01-08 02:47:33,Product View,D001687,IP003423
A00000518,C07832,2026-01-24 15:27:20,Login,D002436,IP000478
A00000519,C01335,2026-07-30 14:23:06,Add to Cart,D008067,IP005694
A00000520,C06126,2025-03-30 04:45:54,Checkout,D004903,IP003689
A00000521,C03391,2025-05-31 18:49:03,Checkout,D006952,IP000959
A00000522,C06905,2025-01-14 17:33:55,Product View,D008830,IP001376
A00000523,C05228,2025-12-10 19:46:45,Search,D008734,IP006735
A00000524,C04957,2026-07-07 02:40:55,Checkout,D009979,IP000716
A00000525,C05302,2025-07-09 09:42:59,Search,D009000,IP002125
A00000526,C05402,2025-01-09 07:47:25,Login,D006883,IP001990
A00000527,C01939,2025-03-11 00:35:53,Product View,D003413,IP000141
A00000528,C02023,2025-03-05 19:07:08,Product View,D009589,IP000899
A00000529,C03713,2025-05-08 00:03:45,Product View,D007779,IP000403
A00000530,C03749,2025-05-19 13:54:28,Login,D005749,IP006547
A00000531,C07387,2025-03-03 07:18:23,Wishlist,D008452,IP001987
A00000532,C07225,2025-09-13 10:54:16,Login,D003609,IP004967
A00000533,C05563,2025-12-17 13:12:02,Add to Cart,D006275,IP006565
A00000534,C04406,2025-07-31 21:06:08,Search,D009206,IP002123
A00000535,C03113,2025-11-03 11:55:24,Search,D001524,IP004389
A00000536,C07214,2025-08-06 14:30:11,Search,D007457,IP000723
A00000537,C00355,2025-09-27 12:48:01,Wishlist,D003079,IP002196
A00000538,C06693,2025-01-08 20:17:43,Product View,D009492,IP004014
A00000539,C03755,2025-03-20 00:51:46,Checkout,D003182,IP006284
A00000540,C02747,2025-04-18 21:25:13,Search,D009654,IP003399
A00000541,C04199,2026-08-22 20:50:40,Product View,D009816,IP005054
A00000542,C07758,2025-01-24 05:29:36,Product View,D009431,IP001540
A00000543,C00020,2026-02-15 21:10:49,Add to Cart,D007004,IP005925
A00000544,C07962,2026-06-21 02:36:36,Login,D005825,IP001798
A00000545,C03195,2026-03-24 05:58:32,Search,D008136,IP004978
A00000546,C00425,2026-08-07 08:00:44,Search,D007859,IP005075
A00000547,C05829,2025-09-11 02:15:59,Product View,D000117,IP006207
A00000548,C07075,2026-08-21 05:23:51,Search,D000698,IP006503
A00000549,C04197,2025-01-11 19:23:46,Search,D007234,IP004558
A00000550,C07508,2025-11-14 21:32:06,Search,D004208,IP004184
A00000551,C05697,2026-02-19 18:22:11,Product View,D005288,IP003424
A00000552,C04118,2026-06-23 11:19:35,Product View,D000470,IP000071
A00000553,C00926,2025-03-14 05:36:57,Search,D006481,IP000055
A00000554,C00375,2026-05-07 14:31:26,Search,D001538,IP000569
A00000555,C00409,2025-03-18 23:35:42,Login,D003872,IP002797
A00000556,C01652,2025-02-03 02:32:21,Login,D008764,IP006797
A00000557,C05570,2025-08-06 05:32:35,Product View,D001418,IP000670
A00000558,C06149,2026-01-23 21:10:33,Wishlist,D008778,IP004598
A00000559,C06508,2025-03-08 19:44:15,Search,D005212,IP000496
A00000560,C03137,2026-01-31 15:45:58,Login,D005905,IP000280
A00000561,C07382,2025-10-01 08:52:03,Product View,D002008,IP003487
A00000562,C01482,2025-12-31 22:42:02,Product View,D002182,IP001172
A00000563,C07448,2026-05-16 15:33:59,Product View,D008098,IP006532
A00000564,C04309,2026-03-22 05:44:07,Wishlist,D007060,IP002388
A00000565,C03094,2025-02-28 08:09:15,Search,D006709,IP004488
A00000566,C00172,2025-12-31 05:50:30,Login,D003053,IP006196
A00000567,C05461,2026-01-15 10:53:52,Search,D008115,IP003058
A00000568,C04122,2026-08-20 11:21:59,Product View,D001355,IP004124
A00000569,C06540,2026-03-23 07:41:36,Product View,D009324,IP004509
A00000570,C05772,2026-08-22 17:39:04,Product View,D003954,IP000327
A00000571,C00884,2025-11-12 13:44:03,Add to Cart,D006581,IP003680
A00000572,C06929,2025-07-08 14:51:37,Product View,D002680,IP000666
A00000573,C07661,2025-07-28 19:02:11,Login,D006091,IP001674
A00000574,C04061,2026-06-02 16:32:51,Checkout,D006958,IP000117
A00000575,C02535,2025-12-15 17:57:23,Product View,D004347,IP001999
A00000576,C05163,2025-11-10 18:22:24,Search,D008900,IP001785
A00000577,C03223,2025-05-19 08:38:34,Login,D000278,IP005647
A00000578,C07246,2026-04-09 08:14:50,Checkout,D001388,IP000011
A00000579,C01771,2025-01-06 21:30:35,Login,D006194,IP004475
A00000580,C05047,2026-04-18 12:57:32,Login,D002716,IP004752
A00000581,C07570,2025-09-10 19:49:15,Login,D004663,IP000389
A00000582,C04222,2025-02-18 12:37:28,Wishlist,D004938,IP002453
A00000583,C02935,2026-05-26 07:05:32,Add to Cart,D007908,IP003146
A00000584,C00061,2026-04-04 07:27:51,Product View,D008258,IP006064
A00000585,C03483,2026-02-06 19:56:54,Product View,D007004,IP004475
A00000586,C07956,2025-01-07 16:08:39,Search,D000283,IP002277
A00000587,C02528,2025-06-01 21:58:54,Checkout,D003053,IP000552
A00000588,C00666,2026-08-07 11:44:00,Checkout,D009026,IP001385
A00000589,C04713,2026-08-01 23:25:49,Wishlist,D007125,IP005189
A00000590,C07053,2026-05-02 07:00:26,Add to Cart,D006432,IP005436
A00000591,C04158,2025-09-02 17:13:37,Product View,D002308,IP005527
A00000592,C04805,2025-11-26 00:19:37,Login,D006573,IP003761
A00000593,C03491,2026-06-15 05:49:43,Product View,D008820,IP000024
A00000594,C04838,2026-03-01 11:34:06,Product View,D009679,IP006311
A00000595,C06348,2026-08-02 02:52:55,Checkout,D008372,IP005034
A00000596,C04373,2025-06-21 14:51:28,Search,D000975,IP002546
A00000597,C02912,2025-11-20 02:33:09,Product View,D009917,IP001916
A00000598,C06766,2025-09-19 00:23:06,Search,D003548,IP006824
A00000599,C05126,2025-04-16 04:13:52,Search,D009793,IP000598
A00000600,C05054,2026-04-29 17:36:02,Search,D009232,IP006679
A00000601,C02114,2026-07-26 12:54:30,Checkout,D008873,IP003612
A00000602,C02782,2025-05-04 05:13:56,Login,D002646,IP003484
A00000603,C06476,2026-06-27 16:18:01,Checkout,D002909,IP002644
A00000604,C04340,2025-02-07 14:20:31,Login,D004451,IP000236
A00000605,C03462,2025-05-11 23:42:59,Product View,D002659,IP003737
A00000606,C04584,2025-08-01 15:15:19,Login,D001817,IP001635
A00000607,C04506,2025-07-20 02:05:27,Product View,D001027,IP004201
A00000608,C02742,2025-06-08 20:19:13,Product View,D003465,IP006447
A00000609,C01280,2026-06-07 03:55:20,Add to Cart,D008975,IP000112
A00000610,C02467,2025-08-02 05:21:51,Wishlist,D003277,IP005195
A00000611,C03584,2025-01-30 20:06:01,Wishlist,D002513,IP005230
A00000612,C06598,2025-09-04 16:02:07,Product View,D009974,IP000401
A00000613,C01145,2025-08-30 06:16:19,Login,D006318,IP004868
A00000614,C04952,2025-10-21 08:36:45,Wishlist,D009369,IP005359
A00000615,C06378,2026-07-11 07:38:22,Product View,D003117,IP000661
A00000616,C02373,2026-07-06 18:17:42,Add to Cart,D009177,IP000856
A00000617,C07284,2025-11-20 01:24:33,Add to Cart,D005899,IP006981
A00000618,C05909,2026-04-11 02:35:28,Product View,D000558,IP002545
A00000619,C05159,2026-05-19 12:55:17,Product View,D009681,IP003087
A00000620,C01362,2026-05-10 05:45:25,Login,D009082,IP002176
A00000621,C05354,2025-01-18 00:22:47,Login,D009004,IP003798
A00000622,C00433,2025-01-26 15:41:36,Product View,D003637,IP001008
A00000623,C06593,2025-06-16 06:18:32,Login,D005356,IP005443
A00000624,C03012,2025-05-22 06:20:31,Search,D000496,IP002515
A00000625,C07531,2025-01-15 05:46:56,Product View,D009481,IP004926
A00000626,C05838,2025-11-27 07:04:10,Login,D009984,IP001718
A00000627,C07516,2025-10-13 14:53:16,Checkout,D001160,IP003867
A00000628,C02240,2025-11-28 08:15:29,Product View,D003894,IP003127
A00000629,C01428,2026-04-11 17:03:13,Login,D007761,IP006266
A00000630,C00049,2026-05-26 21:57:17,Product View,D004666,IP006513
A00000631,C06913,2025-08-30 22:42:38,Login,D005049,IP000840
A00000632,C03433,2025-08-10 17:32:12,Search,D005589,IP000688
A00000633,C04322,2025-09-22 21:39:09,Add to Cart,D004203,IP002124
A00000634,C06845,2025-04-01 20:51:17,Search,D004535,IP002533
A00000635,C05756,2025-11-08 05:38:50,Checkout,D001781,IP002820
A00000636,C07914,2026-01-08 16:48:34,Login,D001332,IP005570
A00000637,C07562,2025-11-10 16:12:07,Product View,D008711,IP003925
A00000638,C06643,2025-09-05 11:59:37,Login,D000448,IP006516
A00000639,C06117,2025-08-25 09:51:51,Checkout,D009556,IP001094
A00000640,C05584,2026-03-17 16:48:23,Checkout,D009736,IP002918
A00000641,C06980,2025-03-03 03:27:04,Login,D007538,IP003252
A00000642,C04332,2025-02-18 18:22:45,Product View,D007514,IP001297
A00000643,C04754,2025-05-08 20:37:20,Search,D002943,IP006132
A00000644,C07983,2025-11-25 00:12:09,Add to Cart,D006660,IP005468
A00000645,C01043,2025-01-16 13:42:03,Checkout,D008010,IP002571
A00000646,C02558,2026-01-30 00:18:23,Login,D006664,IP003650
A00000647,C04389,2026-08-24 20:41:43,Search,D009342,IP001191
A00000648,C00653,2026-08-28 14:03:41,Product View,D002466,IP005654
A00000649,C00866,2026-05-26 22:03:08,Search,D004366,IP000361
A00000650,C05010,2025-10-21 05:16:47,Product View,D009143,IP006130
A00000651,C02894,2025-03-24 08:38:49,Search,D008562,IP001467
A00000652,C02968,2026-08-27 01:52:25,Login,D005885,IP006601
A00000653,C04288,2026-02-02 04:31:57,Product View,D008635,IP005230
A00000654,C06063,2025-01-14 04:51:11,Search,D001354,IP002160
A00000655,C05932,2026-04-28 11:59:36,Search,D002858,IP003039
A00000656,C00802,2025-04-08 17:55:20,Login,D008980,IP006565
A00000657,C05868,2025-06-24 20:57:29,Wishlist,D007774,IP002944
A00000658,C04490,2026-04-16 22:44:40,Product View,D001903,IP006576
A00000659,C07366,2026-08-20 04:31:15,Checkout,D006334,IP002659
A00000660,C07251,2025-01-29 04:59:46,Login,D001217,IP000042
A00000661,C04227,2025-06-25 16:29:49,Login,D006917,IP000954
A00000662,C05062,2025-02-18 09:12:02,Login,D002799,IP003504
A00000663,C07194,2025-05-16 00:01:17,Search,D004529,IP000832
A00000664,C05901,2025-06-02 23:24:21,Product View,D006509,IP005736
A00000665,C01868,2025-02-03 19:23:52,Add to Cart,D000020,IP004715
A00000666,C01447,2026-07-04 13:27:02,Wishlist,D001861,IP005474
A00000667,C00209,2026-04-08 21:12:17,Product View,D006510,IP000394
A00000668,C02393,2025-03-21 23:22:56,Login,D004604,IP000191
A00000669,C02897,2025-07-29 00:44:28,Login,D008368,IP000595
A00000670,C06818,2025-05-18 04:02:48,Product View,D008315,IP006775
A00000671,C07408,2026-05-11 13:47:44,Product View,D007998,IP002596
A00000672,C07490,2025-12-17 21:41:49,Product View,D009977,IP001267
A00000673,C06006,2026-06-01 03:37:43,Wishlist,D004222,IP004510
A00000674,C01832,2025-03-01 23:46:55,Add to Cart,D008975,IP003865
A00000675,C02795,2025-08-28 02:40:21,Product View,D005128,IP002047
A00000676,C01267,2025-09-16 03:47:27,Add to Cart,D006352,IP006398
A00000677,C03537,2026-08-23 14:52:03,Product View,D008929,IP003219
A00000678,C00542,2025-01-12 17:59:41,Login,D004594,IP004852
A00000679,C07399,2025-03-26 09:16:10,Product View,D008330,IP002888
A00000680,C00700,2025-07-27 15:15:43,Login,D003283,IP000058
A00000681,C07580,2025-03-31 07:52:56,Login,D004069,IP001234
A00000682,C07747,2026-01-02 09:56:03,Add to Cart,D004249,IP004392
A00000683,C03802,2025-06-07 01:09:03,Search,D005766,IP002478
A00000684,C07285,2025-02-18 11:24:22,Wishlist,D009473,IP000613
A00000685,C06315,2026-08-11 07:43:05,Checkout,D005164,IP005491
A00000686,C00973,2026-08-14 00:29:55,Login,D008223,IP000420
A00000687,C06981,2026-01-10 18:38:21,Product View,D002552,IP005668
A00000688,C02331,2026-07-02 01:22:14,Search,D004392,IP001211
A00000689,C03403,2025-01-23 00:19:38,Login,D001650,IP005841
A00000690,C05520,2026-01-30 01:33:33,Product View,D000269,IP003679
A00000691,C05764,2025-01-03 01:00:22,Add to Cart,D007836,IP000710
A00000692,C03553,2026-08-23 01:53:47,Search,D007934,IP000526
A00000693,C00973,2025-10-01 17:31:10,Login,D008223,IP000420
A00000694,C00124,2025-12-15 16:26:54,Product View,D003588,IP003716
A00000695,C03808,2026-04-03 04:37:36,Product View,D009558,IP001240
A00000696,C03919,2026-05-15 21:21:04,Login,D008402,IP004258
A00000697,C06507,2025-06-06 18:13:18,Checkout,D004926,IP005970
A00000698,C07680,2026-01-06 19:45:29,Product View,D001880,IP003497
A00000699,C06576,2026-01-01 01:29:59,Login,D008512,IP002423
A00000700,C07529,2025-01-26 07:49:02,Product View,D007166,IP006683
A00000701,C02535,2025-09-22 19:54:59,Product View,D004347,IP001999
A00000702,C03622,2025-08-19 23:21:28,Login,D003597,IP006729
A00000703,C01800,2026-04-14 15:15:23,Checkout,D000430,IP000672
A00000704,C04235,2026-02-28 01:14:03,Search,D008938,IP003585
A00000705,C01709,2026-01-12 08:39:13,Login,D003814,IP006347
A00000706,C04491,2026-05-05 09:47:40,Search,D009597,IP005376
A00000707,C06031,2026-05-21 14:12:01,Product View,D003462,IP002044
A00000708,C03587,2025-06-21 09:24:06,Search,D004333,IP000585
