return_id,order_id,customer_id,return_date,return_reason,refund_amount
R0000441,O0047319,C07769,2026-05-24,Not as Expected,106.43
R0000442,O0012823,C03808,2025-11-29,Not as Expected,53.21
R0000443,O0052847,C02126,2025-01-21,Changed Mind,71.1
R0000444,O0031709,C02104,2025-11-28,Damaged,394.47
R0000445,O0049978,C02548,2025-05-16,Late Delivery,58.27
R0000446,O0057005,C00824,2025-09-13,Late Delivery,25.87
R0000447,O0000553,C03877,2025-03-29,Damaged,53.8
R0000448,O0059810,C05630,2025-09-27,Changed Mind,221.42
R0000449,O0035057,C04366,2026-09-09,Not as Expected,93.15
R0000450,O0049823,C01507,2026-01-23,Not as Expected,99.04
R0000451,O0043434,C01419,2025-02-11,Damaged,535.45
R0000452,O0023117,C03193,2025-10-09,Late Delivery,158.99
R0000453,O0058278,C04679,2025-07-18,Damaged,77.36
R0000454,O0006438,C00044,2025-02-04,Wrong Item,35.91
R0000455,O0044429,C02920,2025-04-16,Changed Mind,44.31
R0000456,O0053396,C06646,2026-04-20,Changed Mind,7.01
R0000457,O0005905,C00956,2026-06-26,Damaged,68.71
R0000458,O0042825,C01406,2025-03-31,Changed Mind,120.24
R0000459,O0015919,C06583,2025-07-19,Damaged,31.45
R0000460,O0034992,C00870,2026-05-06,Late Delivery,178.65
R0000461,O0032693,C01471,2025-12-11,Late Delivery,110.34
R0000462,O0008503,C00173,2026-08-21,Late Delivery,46.04
R0000463,O0003999,C01769,2026-01-25,Wrong Item,27.11
R0000464,O0015763,C02462,2025-08-03,Not as Expected,9.35
R0000465,O0031217,C02508,2026-04-16,Late Delivery,106.27
R0000466,O0052541,C04289,2025-05-06,Wrong Item,9.53
R0000467,O0007256,C07513,2025-08-14,Not as Expected,152.92
R0000468,O0047921,C01099,2025-05-20,Wrong Item,412.82
R0000469,O0022417,C00799,2025-10-27,Late Delivery,211.58
R0000470,O0011204,C06304,2025-09-25,Late Delivery,68.05
R0000471,O0045582,C02912,2026-03-09,Not as Expected,34.25
R0000472,O0055510,C01270,2026-02-23,Not as Expected,45.06
R0000473,O0017210,C01494,2025-07-05,Damaged,253.85
R0000474,O0051639,C01602,2025-11-15,Late Delivery,95.66
R0000475,O0059292,C02118,2026-07-10,Changed Mind,8.15
R0000476,O0027721,C01950,2026-05-22,Damaged,267.57
R0000477,O0042695,C00524,2025-01-28,Changed Mind,140.69
R0000478,O0011534,C06904,2026-01-31,Changed Mind,70.8
R0000479,O0025826,C03970,2026-07-19,Late Delivery,66.39
R0000480,O0049541,C04988,2025-02-14,Wrong Item,99.32
R0000481,O0042654,C01657,2026-07-21,Wrong Item,72.31
R0000482,O0048486,C07377,2026-06-26,Wrong Item,87.43
R0000483,O0051677,C01231,2025-03-22,Damaged,291.13
R0000484,O0009333,C02699,2026-07-17,Wrong Item,31.75
R0000485,O0024563,C00306,2025-05-16,Late Delivery,40.71
R0000486,O0048776,C06033,2025-07-01,Not as Expected,227.52
R0000487,O0039091,C00898,2025-03-13,Wrong Item,130.57
R0000488,O0056624,C07593,2026-03-18,Damaged,17.61
R0000489,O0038569,C06716,2026-09-18,Not as Expected,59.14
R0000490,O0034859,C07840,2026-05-14,Wrong Item,2.79
R0000491,O0056045,C06073,2026-01-11,Late Delivery,46.23
R0000492,O0018756,C02986,2025-09-16,Wrong Item,186.66
R0000493,O0010158,C07782,2025-04-11,Late Delivery,184.44
R0000494,O0059734,C06861,2025-08-24,Not as Expected,329.05
R0000495,O0058998,C02419,2025-07-04,Changed Mind,6.56
R0000496,O0050989,C07145,2026-04-01,Late Delivery,14.23
R0000497,O0028292,C03065,2025-04-30,Changed Mind,41.53
R0000498,O0046395,C06760,2026-07-04,Changed Mind,85.46
R0000499,O0025045,C05692,2025-03-14,Not as Expected,22.51
R0000500,O0010644,C07364,2025-11-11,Wrong Item,42.0
R0000501,O0031185,C07743,2025-06-17,Late Delivery,140.53
R0000502,O0017572,C03542,2026-08-11,Wrong Item,10.53
R0000503,O0047162,C00844,2025-05-01,Late Delivery,19.38
R0000504,O0001494,C05680,2025-11-04,Damaged,314.86
R0000505,O0045516,C03432,2025-07-08,Late Delivery,24.28
R0000506,O0036600,C06899,2025-05-26,Wrong Item,30.77
R0000507,O0040664,C07282,2025-09-02,Late Delivery,24.16
R0000508,O0025776,C02249,2025-02-14,Not as Expected,86.46
R0000509,O0038225,C07833,2026-07-18,Late Delivery,10.74
R0000510,O0044907,C07847,2025-06-06,Late Delivery,139.69
R0000511,O0050497,C01358,2026-08-22,Damaged,62.02
R0000512,O0023212,C05984,2026-03-31,Not as Expected,16.47
R0000513,O0053968,C04803,2025-09-12,Damaged,119.41
R0000514,O0042871,C01638,2026-05-26,Late Delivery,391.79
R0000515,O0025941,C06854,2026-07-26,Wrong Item,141.0
R0000516,O0030902,C03899,2026-08-03,Late Delivery,130.63
R0000517,O0025657,C02406,2026-06-26,Changed Mind,17.78
R0000518,O0032562,C06390,2026-02-28,Late Delivery,16.51
R0000519,O0034590,C07443,2026-04-16,Damaged,79.59
R0000520,O0056527,C04941,2025-06-01,Changed Mind,363.83
R0000521,O0005380,C05758,2025-03-29,Late Delivery,428.15
R0000522,O0010282,C06761,2026-07-20,Changed Mind,16.82
R0000523,O0002979,C06593,2026-04-06,Wrong Item,30.3
R0000524,O0050301,C04724,2026-08-10,Not as Expected,14.93
R0000525,O0025048,C07453,2025-11-18,Wrong Item,123.41
R0000526,O0038083,C00349,2025-11-28,Late Delivery,40.0
R0000527,O0016959,C00411,2026-05-07,Damaged,141.19
R0000528,O0013665,C00348,2025-12-27,Wrong Item,211.27
R0000529,O0037804,C03572,2025-02-06,Late Delivery,86.76
R0000530,O0019247,C03349,2025-04-26,Changed Mind,102.47
R0000531,O0010108,C03113,2026-05-31,Wrong Item,18.04
R0000532,O0020131,C07246,2025-09-27,Changed Mind,40.68
R0000533,O0022891,C05599,2026-08-13,Changed Mind,91.7
R0000534,O0042652,C01498,2025-09-13,Changed Mind,53.88
R0000535,O0022232,C07187,2026-07-02,Not as Expected,132.56
R0000536,O0053436,C07109,2025-12-07,Not as Expected,51.86
R0000537,O0059737,C06795,2026-01-23,Wrong Item,58.89
R0000538,O0054517,C01084,2025-08-28,Wrong Item,233.41
R0000539,O0004650,C06390,2026-05-23,Damaged,90.57
R0000540,O0050366,C06263,2025-08-07,Late Delivery,170.84
R0000541,O0020959,C02141,2025-05-23,Changed Mind,211.16
R0000542,O0007606,C00107,2026-06-29,Changed Mind,135.72
R0000543,O0006147,C07766,2026-06-17,Late Delivery,241.92
R0000544,O0015534,C01595,2025-07-24,Late Delivery,72.02
R0000545,O0011094,C06250,2026-05-08,Damaged,46.78
R0000546,O0017603,C00654,2025-12-13,Wrong Item,22.28
R0000547,O0034531,C00527,2026-04-08,Not as Expected,57.23
R0000548,O0002664,C06432,2025-10-11,Changed Mind,38.55
R0000549,O0029460,C05364,2025-09-12,Not as Expected,13.2
R0000550,O0051825,C07204,2025-07-05,Not as Expected,137.05
R0000551,O0018760,C06811,2025-04-21,Not as Expected,104.99
R0000552,O0016844,C01788,2025-12-24,Wrong Item,11.51
R0000553,O0035663,C03145,2025-08-14,Damaged,433.18
R0000554,O0038440,C05298,2026-06-11,Changed Mind,33.42
R0000555,O0018888,C02569,2025-03-17,Not as Expected,193.34
R0000556,O0008404,C03675,2025-01-13,Not as Expected,88.61
R0000557,O0004218,C00956,2026-07-08,Changed Mind,148.32
R0000558,O0051768,C05235,2025-04-30,Late Delivery,187.35
R0000559,O0007822,C05777,2025-05-31,Wrong Item,71.63
R0000560,O0038971,C00694,2025-09-11,Changed Mind,219.53
R0000561,O0033960,C04036,2025-07-21,Wrong Item,154.2
R0000562,O0058145,C06438,2026-05-25,Wrong Item,54.71
R0000563,O0007544,C07929,2025-08-08,Late Delivery,8.37
R0000564,O0021803,C02297,2026-08-29,Late Delivery,17.97
R0000565,O0009382,C03037,2025-11-14,Not as Expected,40.7
R0000566,O0032657,C07084,2026-05-02,Damaged,358.99
R0000567,O0020514,C00635,2025-10-30,Damaged,25.84
R0000568,O0005459,C01228,2025-03-15,Wrong Item,21.32
R0000569,O0046052,C07222,2026-01-06,Wrong Item,71.11
R0000570,O0051717,C05277,2026-07-02,Damaged,27.89
R0000571,O0020202,C02030,2025-12-11,Damaged,102.25
R0000572,O0057384,C01947,2026-04-11,Changed Mind,120.27
R0000573,O0029582,C02349,2025-02-23,Not as Expected,41.36
R0000574,O0033079,C06176,2025-11-03,Late Delivery,98.64
R0000575,O0038469,C00440,2025-05-15,Damaged,17.17
R0000576,O0043605,C00620,2025-02-21,Wrong Item,2.76
R0000577,O0008245,C00510,2025-07-08,Damaged,122.53
R0000578,O0013435,C02247,2025-11-20,Changed Mind,321.88
R0000579,O0042932,C04460,2025-06-29,Late Delivery,83.72
R0000580,O0048192,C06517,2026-03-05,Damaged,21.7
R0000581,O0037888,C04417,2025-06-02,Late Delivery,219.01
R0000582,O0042484,C06517,2025-09-07,Damaged,17.91
R0000583,O0049567,C01777,2026-05-06,Damaged,173.02
R0000584,O0007704,C06874,2025-06-19,Wrong Item,29.46
R0000585,O0009633,C02876,2025-01-27,Changed Mind,518.54
R0000586,O0014034,C00593,2025-04-14,Changed Mind,140.9
R0000587,O0040016,C07218,2025-02-27,Wrong Item,92.49
R0000588,O0004946,C00191,2025-09-15,Changed Mind,36.49
R0000589,O0007556,C01678,2026-03-24,Not as Expected,127.58
R0000590,O0023826,C06237,2026-07-31,Damaged,67.55
R0000591,O0000303,C02538,2026-04-19,Damaged,49.37
R0000592,O0020960,C03084,2026-04-10,Wrong Item,74.39
R0000593,O0001229,C05963,2025-07-28,Damaged,201.6
R0000594,O0022087,C06623,2026-04-10,Not as Expected,450.79
R0000595,O0009594,C03152,2025-08-04,Damaged,136.93
R0000596,O0054696,C05065,2025-04-29,Late Delivery,490.97
R0000597,O0051706,C02470,2026-03-26,Wrong Item,36.34
R0000598,O0022247,C03151,2026-08-29,Changed Mind,80.12
R0000599,O0016434,C00079,2025-11-20,Damaged,47.1
R0000600,O0003603,C07284,2026-01-29,Not as Expected,291.04
R0000601,O0056164,C02989,2025-12-26,Wrong Item,25.03
R0000602,O0038199,C05104,2025-06-06,Wrong Item,108.22
R0000603,O0049710,C05721,2025-05-03,Late Delivery,93.33
R0000604,O0012625,C06780,2025-08-29,Wrong Item,118.08
R0000605,O0044403,C07828,2025-10-05,Late Delivery,438.45
R0000606,O0037639,C00277,2026-08-31,Not as Expected,133.81
R0000607,O0054507,C00471,2025-08-25,Changed Mind,473.28
R0000608,O0022031,C03172,2025-10-20,Late Delivery,405.98
R0000609,O0043590,C03408,2025-09-30,Late Delivery,107.35
R0000610,O0004762,C04768,2026-02-19,Changed Mind,41.61
R0000611,O0021011,C02832,2026-02-10,Changed Mind,266.31
R0000612,O0037210,C00754,2025-04-19,Damaged,146.08
R0000613,O0043184,C04870,2025-09-27,Late Delivery,60.59
R0000614,O0032703,C03091,2025-08-02,Late Delivery,241.45
R0000615,O0011255,C02759,2026-06-06,Not as Expected,139.99
R0000616,O0041516,C07167,2026-08-15,Wrong Item,195.87
R0000617,O0046729,C05484,2026-03-06,Late Delivery,56.06
R0000618,O0036329,C03750,2025-08-01,Changed Mind,368.7
R0000619,O0027522,C04571,2025-11-03,Changed Mind,119.06
R0000620,O0011854,C07465,2025-11-03,Not as Expected,81.39
R0000621,O0057651,C07774,2025-04-22,Wrong Item,12.06
R0000622,O0047325,C07746,2026-07-04,Wrong Item,170.51
R0000623,O0019186,C07964,2025-06-22,Changed Mind,440.89
R0000624,O0024096,C06783,2025-07-22,Damaged,54.47
R0000625,O0056465,C03402,2025-09-09,Not as Expected,220.42
R0000626,O0043378,C05790,2025-12-02,Wrong Item,16.09
R0000627,O0000847,C06469,2026-03-18,Late Delivery,150.01
R0000628,O0043176,C06912,2025-02-26,Late Delivery,282.02
R0000629,O0032262,C05091,2026-07-02,Damaged,170.06
R0000630,O0053141,C04013,2025-05-15,Changed Mind,37.08
R0000631,O0058248,C04307,2025-02-19,Not as Expected,9.4
R0000632,O0020015,C02004,2026-05-31,Wrong Item,609.2
R0000633,O0021668,C04167,2026-04-16,Changed Mind,65.49
R0000634,O0012296,C07464,2025-09-17,Wrong Item,24.98
R0000635,O0059552,C04620,2025-05-30,Wrong Item,315.6
R0000636,O0030003,C06272,2025-09-25,Changed Mind,343.47
R0000637,O0042321,C00742,2025-09-04,Not as Expected,555.76
R0000638,O0026220,C05851,2026-07-11,Wrong Item,86.04
R0000639,O0046254,C02371,2026-02-11,Late Delivery,6.99
R0000640,O0032421,C01736,2025-09-20,Late Delivery,112.3
R0000641,O0035194,C06593,2025-06-13,Damaged,20.87
R0000642,O0024661,C06338,2026-06-07,Damaged,155.97
R0000643,O0052359,C04262,2025-09-25,Not as Expected,118.53
R0000644,O0014942,C03232,2026-02-09,Not as Expected,129.75
R0000645,O0055050,C03202,2026-05-14,Not as Expected,23.56
R0000646,O0024648,C07408,2026-02-23,Changed Mind,207.28
R0000647,O0007586,C00569,2026-05-10,Wrong Item,328.84
R0000648,O0042249,C02122,2026-03-05,Late Delivery,88.74
R0000649,O0002087,C04654,2025-03-07,Wrong Item,68.86
R0000650,O0024390,C05070,2026-01-23,Not as Expected,263.08
R0000651,O0057810,C07674,2026-03-17,Not as Expected,4.58
R0000652,O0059156,C05068,2026-02-04,Not as Expected,9.57
R0000653,O0006446,C05726,2026-09-07,Wrong Item,112.46
R0000654,O0028434,C00611,2026-04-23,Wrong Item,258.76
R0000655,O0047554,C06726,2025-06-26,Damaged,208.16
R0000656,O0012743,C02812,2026-01-03,Wrong Item,72.19
R0000657,O0005000,C06171,2026-01-05,Wrong Item,267.31
R0000658,O0056716,C01071,2026-08-24,Damaged,150.35
R0000659,O0039878,C00487,2025-03-14,Damaged,326.11
R0000660,O0003899,C06881,2025-08-11,Changed Mind,206.8
R0000661,O0056999,C02509,2025-08-30,Damaged,167.01
R0000662,O0045860,C07457,2025-10-02,Late Delivery,100.54
R0000663,O0020517,C01470,2026-07-23,Not as Expected,69.07
R0000664,O0056663,C07652,2025-07-03,Wrong Item,52.85
R0000665,O0021217,C03263,2026-09-22,Changed Mind,133.15
R0000666,O0051210,C05909,2026-06-10,Not as Expected,23.28
R0000667,O0023429,C01723,2025-07-18,Not as Expected,330.4
R0000668,O0038642,C07943,2026-02-12,Changed Mind,6.51
R0000669,O0058340,C04528,2026-04-26,Changed Mind,126.66
R0000670,O0004493,C04124,2025-01-26,Not as Expected,237.2
R0000671,O0038470,C06227,2025-11-05,Changed Mind,470.98
R0000672,O0009880,C06544,2025-07-23,Damaged,4.59
R0000673,O0003434,C01744,2026-09-02,Changed Mind,175.15
R0000674,O0023002,C05080,2026-08-29,Not as Expected,54.07
R0000675,O0057932,C03198,2026-09-15,Changed Mind,13.5
R0000676,O0027236,C03922,2026-03-06,Damaged,50.25
R0000677,O0033814,C03087,2026-06-15,Changed Mind,36.2
R0000678,O0033543,C00582,2026-07-20,Changed Mind,150.8
R0000679,O0047186,C02617,2025-07-02,Wrong Item,46.8
R0000680,O0059446,C07910,2026-08-09,Late Delivery,37.24
R0000681,O0047861,C05677,2025-03-21,Damaged,115.56
R0000682,O0037059,C04954,2025-09-11,Wrong Item,25.85
R0000683,O0010325,C05912,2025-06-26,Damaged,127.61
R0000684,O0025034,C03849,2026-08-08,Late Delivery,151.71
R0000685,O0040528,C03757,2026-01-19,Wrong Item,52.32
R0000686,O0049862,C01497,2026-05-04,Damaged,5.93
R0000687,O0022078,C04088,2026-08-06,Changed Mind,128.33
R0000688,O0026833,C02912,2025-05-02,Changed Mind,31.44
R0000689,O0040250,C05073,2026-07-08,Changed Mind,287.32
R0000690,O0055238,C06916,2026-05-12,Late Delivery,29.48
R0000691,O0054608,C01677,2025-03-21,Wrong Item,95.17
R0000692,O0042924,C07896,2025-07-19,Not as Expected,135.64
R0000693,O0026322,C06054,2026-01-30,Damaged,141.55
R0000694,O0048383,C07731,2025-06-13,Damaged,195.62
R0000695,O0026467,C00302,2026-05-25,Late Delivery,27.29
R0000696,O0004389,C03299,2025-08-14,Not as Expected,50.16
R0000697,O0031112,C07916,2025-03-15,Wrong Item,11.39
R0000698,O0009888,C07991,2026-03-26,Damaged,158.57
R0000699,O0025721,C07783,2026-09-04,Not as Expected,21.95
R0000700,O0029708,C07632,2026-08-26,Wrong Item,20.65
R0000701,O0032006,C07884,2026-04-11,Damaged,17.46
R0000702,O0045389,C05161,2025-04-12,Damaged,52.58
R0000703,O0001253,C02288,2025-09-18,Late Delivery,21.19
R0000704,O0046578,C03290,2026-02-02,Late Delivery,64.85
R0000705,O0058159,C07506,2025-04-14,Changed Mind,16.86
R0000706,O0004977,C05436,2026-07-19,Late Delivery,167.6
R0000707,O0048698,C03973,2026-08-13,Late Delivery,158.6
R0000708,O0036015,C00803,2025-04-20,Late Delivery,101.82
R0000709,O0046530,C06922,2026-09-03,Late Delivery,395.01
R0000710,O0018776,C06539,2026-03-28,Late Delivery,36.63
R0000711,O0052081,C07075,2025-06-18,Late Delivery,79.69
R0000712,O0038989,C01057,2026-02-18,Damaged,29.28
R0000713,O0024847,C07803,2025-10-06,Late Delivery,29.06
R0000714,O0029431,C02282,2026-02-08,Changed Mind,87.49
R0000715,O0034838,C03621,2026-03-08,Damaged,299.12
R0000716,O0005394,C04612,2025-08-26,Wrong Item,85.3
R0000717,O0021625,C03265,2025-12-04,Damaged,321.09
R0000718,O0004187,C02041,2025-03-04,Not as Expected,56.85
R0000719,O0056569,C04944,2025-08-31,Not as Expected,87.74
R0000720,O0038782,C01353,2025-08-21,Changed Mind,130.0
R0000721,O0049114,C04040,2026-01-03,Damaged,213.75
R0000722,O0031536,C01425,2025-11-06,Not as Expected,12.69
R0000723,O0056493,C02172,2025-07-11,Wrong Item,76.2
R0000724,O0058315,C04215,2025-05-06,Wrong Item,208.15
R0000725,O0027344,C05869,2026-04-12,Changed Mind,7.52
R0000726,O0001002,C03690,2025-03-09,Not as Expected,53.38
R0000727,O0049059,C07820,2026-03-29,Damaged,43.32
R0000728,O0048712,C04710,2026-01-19,Changed Mind,140.4
R0000729,O0043791,C01048,2025-03-24,Not as Expected,166.73
R0000730,O0008524,C07803,2025-12-19,Damaged,27.02
R0000731,O0037634,C07547,2025-10-05,Changed Mind,159.61
R0000732,O0050691,C07810,2025-04-03,Late Delivery,225.01
R0000733,O0020690,C07280,2025-04-08,Changed Mind,56.37
R0000734,O0047525,C00609,2025-05-09,Late Delivery,180.34
R0000735,O0010919,C04024,2025-01-23,Late Delivery,152.64
R0000736,O0041787,C02123,2026-03-26,Late Delivery,31.06
R0000737,O0055146,C02438,2026-06-01,Changed Mind,49.97
R0000738,O0056268,C06476,2026-02-22,Changed Mind,35.05
R0000739,O0015641,C06203,2025-01-15,Changed Mind,151.42
R0000740,O0039378,C05673,2025-02-05,Late Delivery,44.07
R0000741,O0037061,C07190,2025-08-26,Late Delivery,39.33
R0000742,O0045557,C04681,2026-03-16,Not as Expected,111.64
R0000743,O0053641,C05576,2025-08-29,Not as Expected,8.11
R0000744,O0008867,C06468,2025-12-28,Not as Expected,333.67
R0000745,O0044985,C07005,2025-12-14,Late Delivery,54.7
R0000746,O0014731,C00410,2025-01-26,Changed Mind,154.72
R0000747,O0052842,C03785,2025-04-17,Wrong Item,186.0
R0000748,O0001490,C04630,2025-08-05,Not as Expected,77.1
R0000749,O0053713,C00816,2026-03-23,Wrong Item,78.17
R0000750,O0002213,C00003,2026-08-23,Changed Mind,20.75
R0000751,O0059361,C06555,2025-04-10,Changed Mind,13.1
R0000752,O0032396,C00737,2025-05-12,Not as Expected,16.65
R0000753,O0019498,C07975,2025-10-11,Wrong Item,119.16
R0000754,O0011041,C06320,2025-09-30,Changed Mind,604.25
R0000755,O0020879,C04930,2026-05-23,Late Delivery,387.9
R0000756,O0017181,C05822,2026-04-27,Wrong Item,62.47
R0000757,O0048536,C06681,2025-01-31,Damaged,24.36
R0000758,O0036310,C05679,2025-09-14,Damaged,160.8
R0000759,O0005148,C03366,2025-11-04,Damaged,77.53
R0000760,O0045299,C00775,2025-05-22,Not as Expected,75.65
R0000761,O0042852,C04930,2026-07-10,Wrong Item,26.3
R0000762,O0048711,C06311,2025-04-22,Wrong Item,54.27
R0000763,O0038790,C06065,2025-12-05,Wrong Item,161.67
R0000764,O0035059,C00729,2025-01-24,Not as Expected,31.09
R0000765,O0029669,C06318,2026-02-19,Not as Expected,14.83
R0000766,O0049169,C07037,2026-08-02,Late Delivery,80.19
R0000767,O0049013,C07222,2025-07-15,Changed Mind,120.28
R0000768,O0033575,C07470,2025-12-03,Wrong Item,277.15
R0000769,O0054380,C05839,2025-07-06,Wrong Item,43.15
R0000770,O0055348,C05758,2025-09-28,Not as Expected,6.18
R0000771,O0038546,C07374,2025-08-04,Not as Expected,168.85
R0000772,O0054785,C05058,2025-09-10,Changed Mind,53.97
R0000773,O0008202,C07327,2026-07-29,Late Delivery,26.98
R0000774,O0042813,C00428,2025-05-27,Late Delivery,17.07
R0000775,O0012804,C04533,2026-04-24,Wrong Item,114.35
R0000776,O0024633,C07740,2026-06-20,Changed Mind,70.07
R0000777,O0039464,C03322,2026-02-14,Not as Expected,98.17
R0000778,O0051520,C03613,2026-05-05,Changed Mind,468.57
R0000779,O0037941,C06391,2026-02-23,Not as Expected,48.34
R0000780,O0058712,C05527,2026-01-15,Damaged,141.06
R0000781,O0023940,C01007,2025-06-27,Wrong Item,42.97
R0000782,O0011272,C04104,2026-01-10,Changed Mind,88.99
R0000783,O0002393,C00536,2025-03-26,Changed Mind,121.23
R0000784,O0011164,C07263,2025-11-19,Wrong Item,7.08
R0000785,O0024493,C07165,2025-04-21,Changed Mind,62.9
R0000786,O0047803,C02931,2026-01-18,Damaged,124.24
R0000787,O0005491,C04436,2026-04-09,Not as Expected,314.95
R0000788,O0003864,C01282,2025-05-24,Late Delivery,88.91
R0000789,O0037458,C04058,2025-09-26,Wrong Item,130.59
R0000790,O0022837,C01749,2025-04-20,Changed Mind,24.28
R0000791,O0038669,C07899,2025-12-23,Damaged,22.23
R0000792,O0021663,C04832,2026-08-28,Damaged,24.78
R0000793,O0021933,C05237,2026-08-23,Not as Expected,91.75
R0000794,O0027706,C06861,2025-08-24,Late Delivery,10.87
R0000795,O0007689,C01136,2025-02-18,Changed Mind,251.37
R0000796,O0001778,C03462,2026-08-16,Not as Expected,32.72
R0000797,O0055559,C02137,2026-02-14,Changed Mind,158.58
R0000798,O0012645,C02097,2025-06-28,Changed Mind,118.59
R0000799,O0001215,C01358,2026-02-09,Late Delivery,915.66
R0000800,O0025281,C07698,2026-06-04,Not as Expected,44.56
R0000801,O0029335,C05013,2026-04-05,Damaged,17.63
R0000802,O0011611,C01859,2026-08-09,Not as Expected,55.27
R0000803,O0018527,C03584,2025-06-28,Changed Mind,274.48
R0000804,O0008138,C02805,2025-02-04,Late Delivery,75.5
R0000805,O0054168,C07138,2025-04-27,Late Delivery,51.17
R0000806,O0040304,C03828,2025-11-02,Changed Mind,26.6
R0000807,O0006530,C02288,2025-01-29,Damaged,664.15
R0000808,O0041893,C00786,2026-05-29,Not as Expected,316.9
R0000809,O0029913,C04940,2025-02-27,Damaged,16.66
R0000810,O0003504,C05075,2025-12-18,Not as Expected,83.98
R0000811,O0039311,C07662,2026-08-30,Late Delivery,18.52
R0000812,O0033358,C06972,2026-08-10,Changed Mind,69.93
R0000813,O0050300,C03091,2026-01-12,Not as Expected,71.42
R0000814,O0021012,C06755,2025-12-01,Late Delivery,151.13
R0000815,O0046150,C00675,2025-06-17,Late Delivery,118.22
R0000816,O0034347,C01861,2026-02-25,Late Delivery,19.39
R0000817,O0040245,C00053,2025-07-08,Damaged,79.3
R0000818,O0037375,C02909,2026-06-18,Changed Mind,20.18
R0000819,O0000139,C04272,2025-08-20,Changed Mind,72.04
R0000820,O0038582,C05818,2026-05-10,Damaged,71.06
R0000821,O0002368,C07287,2026-09-13,Wrong Item,22.17
